,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type
64,0.9819376026272578,0.9850223072020395,0.5277200277200277,0.503916449086162,0.6996047430830039,No Failure
65,0.9819376026272578,0.9850223072020395,0.483021483021483,0.5887728459530027,0.7075098814229249,No Failure
66,0.9816091954022987,0.984384958572339,0.5817740817740817,0.3746736292428199,0.7154150197628458,No Failure
67,0.98128078817734,0.984384958572339,0.507969507969508,0.5757180156657964,0.7272727272727273,No Failure
68,0.98128078817734,0.984384958572339,0.5291060291060291,0.42297650130548303,0.7470355731225297,No Failure
69,0.9816091954022987,0.9847036328871892,0.4885654885654886,0.8577023498694518,0.7549407114624506,Power Failure
70,0.9816091954022987,0.9847036328871892,0.6666666666666666,0.29503916449086165,0.7628458498023716,No Failure
71,0.9816091954022987,0.9850223072020395,0.5031185031185031,0.5939947780678851,0.7747035573122529,No Failure
72,0.9816091954022987,0.9850223072020395,0.47435897435897434,0.5796344647519582,0.782608695652174,No Failure
73,0.9819376026272578,0.9850223072020395,0.5516285516285516,0.45691906005221933,0.7905138339920948,No Failure
74,0.9816091954022987,0.9847036328871892,0.5547470547470548,0.4216710182767624,0.7984189723320159,No Failure
75,0.98128078817734,0.984384958572339,0.47782397782397784,0.6096605744125327,0.8063241106719368,No Failure
76,0.98128078817734,0.984384958572339,0.5062370062370062,0.6253263707571802,0.8142292490118577,No Failure
77,0.98128078817734,0.984384958572339,0.5041580041580042,0.5391644908616188,0.8221343873517787,Tool Wear Failure
78,0.98128078817734,0.984384958572339,0.48440748440748443,0.6723237597911228,0.0,No Failure
79,0.98128078817734,0.984384958572339,0.4857934857934858,0.4947780678851175,0.007905138339920948,No Failure
80,0.98128078817734,0.9840662842574889,0.5006930006930007,0.6514360313315927,0.015810276679841896,No Failure
81,0.9816091954022987,0.984384958572339,0.5024255024255024,0.6201044386422977,0.03557312252964427,No Failure
82,0.9816091954022987,0.984384958572339,0.5034650034650034,0.5326370757180157,0.043478260869565216,No Failure
83,0.9819376026272578,0.9847036328871892,0.509009009009009,0.5234986945169713,0.05138339920948617,No Failure
84,0.9816091954022987,0.984384958572339,0.49272349272349275,0.6214099216710184,0.05928853754940711,No Failure
85,0.9819376026272578,0.9847036328871892,0.625086625086625,0.34986945169712796,0.06719367588932806,No Failure
86,0.9819376026272578,0.9847036328871892,0.49757449757449757,0.5731070496083551,0.07905138339920949,No Failure
87,0.9819376026272578,0.9847036328871892,0.534996534996535,0.4151436031331593,0.09881422924901186,No Failure
88,0.9819376026272578,0.9847036328871892,0.4916839916839917,0.5900783289817233,0.1067193675889328,No Failure
89,0.9816091954022987,0.984384958572339,0.5152460152460152,0.5156657963446476,0.11857707509881422,No Failure
90,0.9816091954022987,0.984384958572339,0.6074151074151074,0.3368146214099217,0.13043478260869565,No Failure
91,0.9816091954022987,0.984384958572339,0.6340956340956341,0.32506527415143605,0.1383399209486166,No Failure
92,0.9816091954022987,0.984384958572339,0.5984060984060984,0.35378590078328986,0.14624505928853754,No Failure
93,0.9822660098522168,0.9847036328871892,0.5024255024255024,0.5613577023498695,0.15810276679841898,No Failure
94,0.9819376026272578,0.984384958572339,0.5620235620235621,0.4164490861618799,0.16600790513833993,No Failure
95,0.9819376026272578,0.9847036328871892,0.4681219681219681,0.6814621409921672,0.17391304347826086,No Failure
96,0.9819376026272578,0.9847036328871892,0.5457380457380457,0.46083550913838117,0.1857707509881423,No Failure
97,0.9816091954022987,0.984384958572339,0.6063756063756064,0.39033942558746737,0.1976284584980237,No Failure
98,0.9816091954022987,0.9840662842574889,0.5297990297990298,0.426892950391645,0.20948616600790515,No Failure
99,0.98128078817734,0.9840662842574889,0.5277200277200277,0.5796344647519582,0.21739130434782608,No Failure
100,0.98128078817734,0.984384958572339,0.6417186417186417,0.3263707571801567,0.22529644268774704,No Failure
101,0.98128078817734,0.9840662842574889,0.6898821898821899,0.27023498694516973,0.233201581027668,No Failure
102,0.98128078817734,0.9840662842574889,0.5388080388080388,0.5300261096605745,0.24110671936758893,No Failure
103,0.98128078817734,0.9840662842574889,0.4993069993069993,0.5287206266318538,0.2490118577075099,No Failure
104,0.98128078817734,0.9837476099426385,0.5024255024255024,0.566579634464752,0.2608695652173913,No Failure
105,0.98128078817734,0.9837476099426385,0.5512820512820513,0.4060052219321149,0.26877470355731226,No Failure
106,0.98128078817734,0.9837476099426385,0.5006930006930007,0.6331592689295039,0.2766798418972332,No Failure
107,0.98128078817734,0.9840662842574889,0.5187110187110187,0.6109660574412533,0.2845849802371542,No Failure
108,0.9816091954022987,0.9840662842574889,0.5616770616770617,0.426892950391645,0.2964426877470356,No Failure
109,0.9816091954022987,0.9837476099426385,0.5446985446985447,0.44516971279373374,0.31620553359683795,No Failure
110,0.98128078817734,0.9834289356277884,0.6486486486486487,0.293733681462141,0.3241106719367589,No Failure
111,0.9809523809523809,0.9834289356277884,0.5194040194040194,0.5678851174934726,0.33201581027667987,No Failure
112,0.98128078817734,0.9837476099426385,0.5190575190575191,0.5156657963446476,0.35177865612648224,No Failure
113,0.98128078817734,0.9834289356277884,0.5148995148995149,0.5469973890339426,0.36363636363636365,No Failure
114,0.98128078817734,0.9834289356277884,0.5821205821205822,0.38381201044386426,0.37549407114624506,No Failure
115,0.98128078817734,0.9834289356277884,0.49584199584199584,0.5966057441253264,0.383399209486166,No Failure
116,0.9816091954022987,0.9837476099426385,0.5419265419265419,0.44516971279373374,0.391304347826087,No Failure
117,0.98128078817734,0.9834289356277884,0.5540540540540541,0.43080939947780683,0.39920948616600793,No Failure
118,0.98128078817734,0.9834289356277884,0.5914760914760915,0.36684073107049614,0.40711462450592883,No Failure
119,0.9809523809523809,0.9831102613129381,0.5083160083160083,0.5313315926892951,0.4189723320158103,No Failure
120,0.9816091954022987,0.9837476099426385,0.49653499653499655,0.5835509138381202,0.4268774703557312,No Failure
121,0.9816091954022987,0.9837476099426385,0.5398475398475399,0.5378590078328982,0.43478260869565216,No Failure
122,0.9819376026272578,0.9840662842574889,0.4539154539154539,0.6618798955613577,0.4426877470355731,No Failure
123,0.9816091954022987,0.9837476099426385,0.5356895356895357,0.566579634464752,0.4505928853754941,No Failure
124,0.9816091954022987,0.9837476099426385,0.5984060984060984,0.38381201044386426,0.45849802371541504,No Failure
125,0.9816091954022987,0.9834289356277884,0.5405405405405406,0.4203655352480418,0.466403162055336,No Failure
126,0.9819376026272578,0.9834289356277884,0.4604989604989605,0.7898172323759791,0.4743083003952569,No Failure
127,0.9816091954022987,0.9834289356277884,0.4896049896049896,0.6070496083550915,0.48221343873517786,No Failure
128,0.9819376026272578,0.9834289356277884,0.5498960498960499,0.503916449086162,0.4901185770750988,No Failure
129,0.9816091954022987,0.9831102613129381,0.5401940401940402,0.44778067885117495,0.4980237154150198,No Failure
130,0.98128078817734,0.9827915869980879,0.5103950103950103,0.5365535248041776,0.5059288537549407,No Failure
131,0.98128078817734,0.9827915869980879,0.6018711018711018,0.3616187989556136,0.5138339920948617,No Failure
132,0.9809523809523809,0.9827915869980879,0.4993069993069993,0.5639686684073107,0.5217391304347826,No Failure
133,0.9809523809523809,0.9827915869980879,0.4954954954954955,0.6475195822454308,0.5335968379446641,No Failure
134,0.98128078817734,0.9827915869980879,0.47435897435897434,0.6919060052219321,0.5454545454545454,No Failure
135,0.98128078817734,0.9831102613129381,0.5928620928620929,0.3720626631853786,0.5533596837944664,No Failure
136,0.9809523809523809,0.9831102613129381,0.49203049203049204,0.5966057441253264,0.5652173913043478,No Failure
137,0.9809523809523809,0.9834289356277884,0.4494109494109494,0.7219321148825065,0.5849802371541502,No Failure
138,0.98128078817734,0.9834289356277884,0.502079002079002,0.6449086161879896,0.5928853754940712,No Failure
139,0.98128078817734,0.9834289356277884,0.43936243936243935,0.7284595300261096,0.6126482213438735,No Failure
140,0.98128078817734,0.9834289356277884,0.5235620235620235,0.4712793733681463,0.6205533596837944,No Failure
141,0.9809523809523809,0.9831102613129381,0.534996534996535,0.45953002610966065,0.6284584980237155,No Failure
142,0.980623973727422,0.9827915869980879,0.6160776160776161,0.3681462140992167,0.6363636363636364,No Failure
143,0.980623973727422,0.9827915869980879,0.4875259875259875,0.6592689295039165,0.6482213438735178,No Failure
144,0.980623973727422,0.9827915869980879,0.481981981981982,0.5535248041775457,0.6679841897233202,No Failure
145,0.9802955665024631,0.9827915869980879,0.5242550242550242,0.4386422976501306,0.6798418972332015,No Failure
146,0.9802955665024631,0.9827915869980879,0.5585585585585585,0.4712793733681463,0.6877470355731226,No Failure
147,0.979967159277504,0.9827915869980879,0.524948024948025,0.5234986945169713,0.7075098814229249,No Failure
148,0.9796387520525452,0.9824729126832378,0.47782397782397784,0.6266318537859008,0.7154150197628458,No Failure
149,0.979967159277504,0.9824729126832378,0.5103950103950103,0.52088772845953,0.7272727272727273,No Failure
150,0.979967159277504,0.9824729126832378,0.49272349272349275,0.5574412532637076,0.7351778656126482,No Failure
151,0.979967159277504,0.9821542383683874,0.5069300069300069,0.4908616187989557,0.7430830039525692,No Failure
152,0.979967159277504,0.9821542383683874,0.5488565488565489,0.5352480417754569,0.7549407114624506,No Failure
153,0.979967159277504,0.9821542383683874,0.6410256410256411,0.35248041775456923,0.766798418972332,No Failure
154,0.979967159277504,0.9821542383683874,0.5294525294525294,0.4725848563968669,0.7747035573122529,No Failure
155,0.979967159277504,0.9821542383683874,0.6884961884961885,0.2584856396866841,0.782608695652174,No Failure
156,0.979967159277504,0.9818355640535373,0.5180180180180181,0.6005221932114883,0.8023715415019763,No Failure
157,0.979967159277504,0.9821542383683874,0.5121275121275122,0.5678851174934726,0.8142292490118577,No Failure
158,0.979967159277504,0.9821542383683874,0.5194040194040194,0.5221932114882507,0.83399209486166,No Failure
159,0.979967159277504,0.9821542383683874,0.5097020097020097,0.6135770234986946,0.8458498023715415,No Failure
160,0.979967159277504,0.9821542383683874,0.4442134442134442,0.7924281984334205,0.8537549407114624,Overstrain Failure
161,0.9796387520525452,0.9818355640535373,0.48925848925848925,0.6827676240208878,0.8616600790513834,Overstrain Failure
162,0.9796387520525452,0.9818355640535373,0.5495495495495496,0.4634464751958225,0.0,No Failure
163,0.979967159277504,0.9821542383683874,0.5086625086625086,0.5718015665796344,0.007905138339920948,No Failure
164,0.9802955665024631,0.9824729126832378,0.498960498960499,0.5691906005221933,0.019762845849802372,No Failure
165,0.9802955665024631,0.9827915869980879,0.6004851004851005,0.33942558746736295,0.03162055335968379,No Failure
166,0.979967159277504,0.9821542383683874,0.5585585585585585,0.42558746736292435,0.039525691699604744,No Failure
167,0.979967159277504,0.9824729126832378,0.5051975051975052,0.5600522193211489,0.05928853754940711,No Failure
168,0.979967159277504,0.9824729126832378,0.49653499653499655,0.8133159268929504,0.07905138339920949,Power Failure
169,0.979967159277504,0.9824729126832378,0.4566874566874567,0.7715404699738904,0.08695652173913043,No Failure
170,0.979967159277504,0.9821542383683874,0.5578655578655579,0.45691906005221933,0.09486166007905138,No Failure
171,0.9793103448275862,0.9818355640535373,0.5065835065835066,0.6631853785900783,0.1067193675889328,No Failure
172,0.9789819376026273,0.981516889738687,0.6666666666666666,0.27154046997389036,0.11462450592885376,No Failure
173,0.9793103448275862,0.981516889738687,0.5512820512820513,0.43994778067885126,0.12648221343873517,No Failure
174,0.9793103448275862,0.9818355640535373,0.45252945252945254,0.7610966057441253,0.1383399209486166,No Failure
175,0.9793103448275862,0.9818355640535373,0.47886347886347885,0.5678851174934726,0.14624505928853754,No Failure
176,0.9793103448275862,0.9818355640535373,0.5606375606375607,0.45300261096605754,0.1541501976284585,No Failure
177,0.9793103448275862,0.9821542383683874,0.6888426888426888,0.2793733681462141,0.16205533596837945,No Failure
178,0.9793103448275862,0.9821542383683874,0.49757449757449757,0.6553524804177546,0.16996047430830039,No Failure
179,0.9793103448275862,0.9824729126832378,0.4518364518364518,0.6501305483028721,0.17786561264822134,No Failure
180,0.9793103448275862,0.9824729126832378,0.511088011088011,0.6514360313315927,0.1857707509881423,No Failure
181,0.9793103448275862,0.9824729126832378,0.632016632016632,0.31592689295039167,0.19367588932806323,No Failure
182,0.9789819376026273,0.9821542383683874,0.465003465003465,0.6279373368146215,0.2134387351778656,No Failure
183,0.9789819376026273,0.9821542383683874,0.5145530145530145,0.5313315926892951,0.22529644268774704,No Failure
184,0.9793103448275862,0.9821542383683874,0.5776160776160776,0.3994778067885118,0.233201581027668,No Failure
185,0.9793103448275862,0.9821542383683874,0.501039501039501,0.4986945169712794,0.24110671936758893,No Failure
186,0.9789819376026273,0.9824729126832378,0.4507969507969508,0.731070496083551,0.2490118577075099,No Failure
187,0.9793103448275862,0.9827915869980879,0.47782397782397784,0.5626631853785902,0.25691699604743085,No Failure
188,0.9796387520525452,0.9831102613129381,0.5564795564795565,0.4386422976501306,0.2648221343873518,No Failure
189,0.9796387520525452,0.9827915869980879,0.5332640332640333,0.566579634464752,0.2727272727272727,No Failure
190,0.9793103448275862,0.9827915869980879,0.5117810117810118,0.6514360313315927,0.2845849802371542,No Failure
191,0.9793103448275862,0.9827915869980879,0.5772695772695773,0.45169712793733685,0.2924901185770751,No Failure
192,0.9793103448275862,0.9827915869980879,0.48440748440748443,0.6762402088772846,0.30039525691699603,No Failure
193,0.9793103448275862,0.9827915869980879,0.5814275814275814,0.45169712793733685,0.3201581027667984,No Failure
194,0.9793103448275862,0.9831102613129381,0.9279279279279279,0.13968668407310705,0.33992094861660077,Power Failure
195,0.9796387520525452,0.9831102613129381,0.5034650034650034,0.5600522193211489,0.35177865612648224,No Failure
196,0.9796387520525452,0.9834289356277884,0.4961884961884962,0.6462140992167102,0.35968379446640314,No Failure
197,0.979967159277504,0.9834289356277884,0.5291060291060291,0.5339425587467364,0.3794466403162055,No Failure
198,0.979967159277504,0.9837476099426385,0.5502425502425502,0.45691906005221933,0.391304347826087,No Failure
199,0.979967159277504,0.9834289356277884,0.49653499653499655,0.6148825065274152,0.39920948616600793,No Failure
200,0.979967159277504,0.9834289356277884,0.5575190575190575,0.45691906005221933,0.40711462450592883,No Failure
201,0.9796387520525452,0.9831102613129381,0.5457380457380457,0.5378590078328982,0.4150197628458498,No Failure
202,0.979967159277504,0.9831102613129381,0.5668745668745668,0.46605744125326376,0.42292490118577075,No Failure
203,0.979967159277504,0.9831102613129381,0.5162855162855163,0.4947780678851175,0.43478260869565216,No Failure
204,0.979967159277504,0.9831102613129381,0.6032571032571032,0.4281984334203655,0.4426877470355731,No Failure
205,0.9802955665024631,0.9834289356277884,0.4656964656964657,0.6919060052219321,0.4505928853754941,No Failure
206,0.9802955665024631,0.9837476099426385,0.5575190575190575,0.46083550913838117,0.4624505928853755,No Failure
207,0.979967159277504,0.9837476099426385,0.4923769923769924,0.7924281984334205,0.47035573122529645,Power Failure
208,0.979967159277504,0.9834289356277884,0.5512820512820513,0.47911227154047004,0.48221343873517786,No Failure
209,0.979967159277504,0.9834289356277884,0.5117810117810118,0.5744125326370758,0.4901185770750988,No Failure
210,0.979967159277504,0.9837476099426385,0.5277200277200277,0.4712793733681463,0.4980237154150198,No Failure
211,0.9802955665024631,0.9837476099426385,0.5457380457380457,0.4425587467362924,0.5059288537549407,No Failure
212,0.979967159277504,0.9837476099426385,0.4656964656964657,0.6906005221932116,0.5138339920948617,No Failure
213,0.979967159277504,0.9837476099426385,0.4802494802494803,0.5861618798955613,0.5335968379446641,No Failure
214,0.9796387520525452,0.9834289356277884,0.5505890505890506,0.4843342036553525,0.541501976284585,No Failure
215,0.9796387520525452,0.9834289356277884,0.5363825363825364,0.5261096605744126,0.5533596837944664,No Failure
216,0.9796387520525452,0.9834289356277884,0.5194040194040194,0.5,0.5612648221343873,No Failure
217,0.9796387520525452,0.9831102613129381,0.5765765765765766,0.4125326370757181,0.5691699604743083,No Failure
218,0.9796387520525452,0.9834289356277884,0.5013860013860014,0.4973890339425588,0.5770750988142292,No Failure
219,0.9796387520525452,0.9831102613129381,0.4968814968814969,0.6031331592689296,0.5849802371541502,No Failure
220,0.9796387520525452,0.9831102613129381,0.49064449064449067,0.6879895561357703,0.5968379446640316,No Failure
221,0.979967159277504,0.9831102613129381,0.6330561330561331,0.3172323759791123,0.6047430830039525,No Failure
222,0.979967159277504,0.9834289356277884,0.4518364518364518,0.587467362924282,0.6245059288537549,No Failure
223,0.979967159277504,0.9834289356277884,0.5436590436590436,0.4490861618798956,0.6324110671936759,No Failure
224,0.9796387520525452,0.9834289356277884,0.5488565488565489,0.3825065274151436,0.6403162055335968,No Failure
225,0.9796387520525452,0.9831102613129381,0.47193347193347196,0.7023498694516972,0.6482213438735178,No Failure
226,0.9796387520525452,0.9827915869980879,0.4604989604989605,0.6422976501305484,0.6561264822134387,No Failure
227,0.9796387520525452,0.9831102613129381,0.5332640332640333,0.4712793733681463,0.6640316205533597,No Failure
228,0.9796387520525452,0.9831102613129381,0.5644490644490644,0.4843342036553525,0.6719367588932806,No Failure
229,0.9796387520525452,0.9831102613129381,0.532917532917533,0.4203655352480418,0.6837944664031621,No Failure
230,0.9796387520525452,0.9834289356277884,0.544005544005544,0.45430809399477806,0.691699604743083,No Failure
231,0.9796387520525452,0.9827915869980879,0.4878724878724879,0.5626631853785902,0.6996047430830039,No Failure
232,0.9793103448275862,0.9827915869980879,0.4934164934164934,0.6214099216710184,0.7075098814229249,No Failure
233,0.9793103448275862,0.9827915869980879,0.5239085239085239,0.4556135770234987,0.7154150197628458,No Failure
234,0.9793103448275862,0.9827915869980879,0.5121275121275122,0.5600522193211489,0.7233201581027668,No Failure
235,0.9789819376026273,0.9824729126832378,0.5821205821205822,0.43994778067885126,0.7312252964426877,No Failure
236,0.9789819376026273,0.9824729126832378,0.5180180180180181,0.5052219321148825,0.7430830039525692,No Failure
237,0.9786535303776683,0.9818355640535373,0.5377685377685377,0.4778067885117494,0.7509881422924901,No Failure
238,0.9783251231527093,0.9818355640535373,0.48267498267498266,0.6566579634464752,0.7628458498023716,No Failure
239,0.9786535303776683,0.9821542383683874,0.5582120582120582,0.3994778067885118,0.7707509881422925,No Failure
240,0.9786535303776683,0.9818355640535373,0.46396396396396394,0.6736292428198434,0.7786561264822134,No Failure
241,0.9786535303776683,0.9818355640535373,0.6157311157311157,0.3172323759791123,0.7905138339920948,No Failure
242,0.9786535303776683,0.9821542383683874,0.4670824670824671,0.7676240208877285,0.7984189723320159,Overstrain Failure
243,0.9786535303776683,0.9821542383683874,0.49965349965349964,0.5757180156657964,0.8063241106719368,No Failure
244,0.9786535303776683,0.9821542383683874,0.48336798336798337,0.6409921671018277,0.8142292490118577,No Failure
245,0.9783251231527093,0.9818355640535373,0.5637560637560638,0.40992167101827676,0.8260869565217391,No Failure
246,0.9783251231527093,0.9818355640535373,0.5492030492030492,0.43733681462140994,0.8379446640316206,No Failure
247,0.9786535303776683,0.9821542383683874,0.509009009009009,0.5939947780678851,0.8458498023715415,No Failure
248,0.9786535303776683,0.9824729126832378,0.47193347193347196,0.741514360313316,0.8537549407114624,Overstrain Failure
249,0.9786535303776683,0.9824729126832378,0.4868329868329868,0.7336814621409923,0.8616600790513834,Overstrain Failure
250,0.9786535303776683,0.9824729126832378,0.5758835758835759,0.426892950391645,0.0,No Failure
251,0.9786535303776683,0.9821542383683874,0.507969507969508,0.5561357702349871,0.007905138339920948,No Failure
252,0.9786535303776683,0.9821542383683874,0.5613305613305614,0.46736292428198434,0.019762845849802372,No Failure
253,0.9786535303776683,0.9821542383683874,0.4702009702009702,0.6292428198433421,0.02766798418972332,No Failure
254,0.9786535303776683,0.9821542383683874,0.5246015246015246,0.4947780678851175,0.03557312252964427,No Failure
255,0.9786535303776683,0.9821542383683874,0.5159390159390159,0.5274151436031331,0.043478260869565216,No Failure
256,0.9789819376026273,0.9824729126832378,0.4611919611919612,0.8224543080939949,0.05138339920948617,No Failure
257,0.9786535303776683,0.981516889738687,0.5595980595980596,0.3851174934725849,0.05928853754940711,No Failure
258,0.9789819376026273,0.9821542383683874,0.5135135135135135,0.4947780678851175,0.06719367588932806,No Failure
259,0.9789819376026273,0.9821542383683874,0.49203049203049204,0.8342036553524804,0.07509881422924901,Power Failure
260,0.9793103448275862,0.9824729126832378,0.5273735273735274,0.6409921671018277,0.08695652173913043,No Failure
261,0.9789819376026273,0.9821542383683874,0.5731115731115731,0.4190600522193212,0.09881422924901186,No Failure
262,0.9789819376026273,0.9821542383683874,0.6015246015246015,0.34986945169712796,0.1067193675889328,No Failure
263,0.9786535303776683,0.9818355640535373,0.5498960498960499,0.4216710182767624,0.11857707509881422,No Failure
264,0.9789819376026273,0.9821542383683874,0.48163548163548164,0.6201044386422977,0.13043478260869565,No Failure
265,0.9786535303776683,0.9818355640535373,0.5038115038115039,0.4843342036553525,0.1383399209486166,No Failure
266,0.9786535303776683,0.9818355640535373,0.498960498960499,0.570496083550914,0.14624505928853754,No Failure
267,0.9783251231527093,0.981516889738687,0.6770616770616771,0.27545691906005226,0.16600790513833993,No Failure
268,0.9783251231527093,0.981516889738687,0.6237006237006237,0.3237597911227154,0.17391304347826086,No Failure
269,0.9786535303776683,0.981516889738687,0.5280665280665281,0.4830287206266319,0.19367588932806323,No Failure
