,PC1,PC2,Tool Wear,Target
128,-0.006661,-0.085592,0.4901185770750988,0
129,-0.007108,-0.131655,0.4980237154150198,0
130,-0.007555,-0.038854,0.5059288537549407,0
131,-0.007555,-0.236206,0.5138339920948617,0
132,-0.007834,-0.009362,0.5217391304347826,0
133,-0.007834,0.067265,0.5335968379446641,0
134,-0.007555,0.116423,0.5454545454545454,0
135,-0.007387,-0.222856,0.5533596837944664,0
136,-0.007666,0.023129,0.5652173913043478,0
137,-0.007499,0.154385,0.5849802371541502,0
138,-0.00722,0.062013,0.5928853754940712,0
139,-0.00722,0.164682,0.6126482213438735,0
140,-0.00722,-0.103224,0.6205533596837944,0
141,-0.007666,-0.118818,0.6284584980237155,0
142,-0.008113,-0.236632,0.6363636363636364,0
143,-0.008113,0.081327,0.6482213438735178,0
144,-0.008113,-0.01107,0.6679841897233202,0
145,-0.008393,-0.132805,0.6798418972332015,0
146,-0.008393,-0.118696,0.6877470355731226,0
147,-0.008672,-0.056998,0.7075098814229249,0
148,-0.009119,0.056342,0.7154150197628458,0
149,-0.00884,-0.052906,0.7272727272727273,0
150,-0.00884,-0.012306,0.7351778656126482,0
151,-0.009007,-0.078306,0.7430830039525692,0
152,-0.009007,-0.057029,0.7549407114624506,0
153,-0.009007,-0.261714,0.766798418972332,0
154,-0.009007,-0.104657,0.7747035573122529,0
155,-0.009007,-0.36701,0.782608695652174,0
156,-0.009175,0.015153,0.8023715415019763,0
157,-0.009007,-0.011517,0.8142292490118577,0
158,-0.009007,-0.055718,0.83399209486166,0
159,-0.009007,0.030539,0.8458498023715415,0
160,-0.009007,0.219915,0.8537549407114624,1
161,-0.009454,0.101639,0.8616600790513834,1
162,-0.009454,-0.121739,0.0,0
163,-0.009007,-0.006472,0.007905138339920948,0
164,-0.00856,-0.004525,0.019762845849802372,0
165,-0.008393,-0.2555,0.03162055335968379,0
166,-0.009007,-0.15968,0.039525691699604744,0
167,-0.00884,-0.015479,0.05928853754940711,0
168,-0.00884,0.215519,0.07905138339920949,1
169,-0.00884,0.195665,0.08695652173913043,0
170,-0.009007,-0.131271,0.09486166007905138,0
171,-0.009734,0.076415,0.1067193675889328,0
172,-0.010181,-0.34565,0.11462450592885376,0
173,-0.009901,-0.143583,0.12648221343873517,0
174,-0.009734,0.188135,0.1383399209486166,0
175,-0.009734,0.003189,0.14624505928853754,0
176,-0.009734,-0.136009,0.1541501976284585,0
177,-0.009566,-0.348428,0.16205533596837945,0
178,-0.009566,0.073372,0.16996047430830039,0
179,-0.009398,0.088909,0.17786561264822134,0
180,-0.009398,0.063885,0.1857707509881423,0
181,-0.009398,-0.290518,0.19367588932806323,0
182,-0.009845,0.063181,0.2134387351778656,0
183,-0.009845,-0.045377,0.22529644268774704,0
184,-0.009566,-0.191525,0.233201581027668,0
185,-0.009566,-0.068676,0.24110671936758893,0
186,-0.009677,0.161969,0.2490118577075099,0
187,-0.00923,-0.001035,0.25691699604743085,0
188,-0.008783,-0.147051,0.2648221343873518,0
189,-0.008951,-0.022033,0.2727272727272727,0
190,-0.00923,0.063578,0.2845849802371542,0
191,-0.00923,-0.144533,0.2924901185770751,0
192,-0.00923,0.097929,0.30039525691699603,0
193,-0.00923,-0.146371,0.3201581027667984,0
194,-0.009063,-0.579422,0.33992094861660077,1
195,-0.008783,-0.014713,0.35177865612648224,0
196,-0.008616,0.065788,0.35968379446640314,0
197,-0.008336,-0.049469,0.3794466403162055,0
198,-0.008169,-0.1279,0.391304347826087,0
199,-0.008336,0.037531,0.39920948616600793,0
200,-0.008336,-0.131117,0.40711462450592883,0
201,-0.008783,-0.053309,0.4150197628458498,0
202,-0.008504,-0.127057,0.42292490118577075,0
203,-0.008504,-0.07893,0.43478260869565216,0
204,-0.008504,-0.1771,0.4426877470355731,0
205,-0.008057,0.120253,0.4505928853754941,0
206,-0.007889,-0.127604,0.4624505928853755,0
207,-0.008169,0.198622,0.47035573122529645,1
208,-0.008336,-0.108453,0.48221343873517786,0
209,-0.008336,-0.005509,0.4901185770750988,0
210,-0.008169,-0.105062,0.4980237154150198,0
211,-0.007889,-0.13879,0.5059288537549407,0
212,-0.008169,0.119082,0.5138339920948617,0
213,-0.008169,0.01897,0.5335968379446641,0
214,-0.008616,-0.103463,0.541501976284585,0
215,-0.008616,-0.059711,0.5533596837944664,0
216,-0.008616,-0.075624,0.5612648221343873,0
217,-0.008783,-0.179356,0.5691699604743083,0
218,-0.008616,-0.070001,0.5770750988142292,0
219,-0.008783,0.02684,0.5849802371541502,0
220,-0.008783,0.10571,0.5968379446640316,0
221,-0.008504,-0.289806,0.6047430830039525,0
222,-0.008336,0.032702,0.6245059288537549,0
223,-0.008336,-0.132016,0.6324110671936759,0
224,-0.008616,-0.194033,0.6403162055335968,0
225,-0.008783,0.126863,0.6482213438735178,0
226,-0.008951,0.078054,0.6561264822134387,0
227,-0.008783,-0.107513,0.6640316205533597,0
228,-0.008783,-0.109591,0.6719367588932806,0
229,-0.008783,-0.153028,0.6837944664031621,0
230,-0.008616,-0.127485,0.691699604743083,0
231,-0.008951,-0.005478,0.6996047430830039,0
232,-0.00923,0.044765,0.7075098814229249,0
233,-0.00923,-0.117429,0.7154150197628458,0
234,-0.00923,-0.018543,0.7233201581027668,0
235,-0.009677,-0.157216,0.7312252964426877,0
236,-0.009677,-0.070328,0.7430830039525692,0
237,-0.010292,-0.10365,0.7509881422924901,0
238,-0.010571,0.08113,0.7628458498023716,0
239,-0.010124,-0.182946,0.7707509881422925,0
240,-0.010292,0.104625,0.7786561264822134,0
241,-0.010292,-0.282147,0.7905138339920948,0
242,-0.010124,0.187556,0.7984189723320159,1
243,-0.010124,0.001024,0.8063241106719368,0
244,-0.010124,0.066772,0.8142292490118577,0
245,-0.010571,-0.17603,0.8260869565217391,0
246,-0.010571,-0.145005,0.8379446640316206,0
247,-0.010124,0.013281,0.8458498023715415,0
248,-0.009957,0.161992,0.8537549407114624,1
249,-0.009957,0.148379,0.8616600790513834,1
250,-0.009957,-0.166169,0.0,0
251,-0.010124,-0.020217,0.007905138339920948,0
252,-0.010124,-0.123435,0.019762845849802372,0
253,-0.010124,0.062055,0.02766798418972332,0
254,-0.010124,-0.082606,0.03557312252964427,0
255,-0.010124,-0.049502,0.043478260869565216,0
256,-0.009677,0.239341,0.05138339920948617,0
257,-0.01046,-0.19644,0.05928853754940711,0
258,-0.009845,-0.077704,0.06719367588932806,0
259,-0.009845,0.236246,0.07509881422924901,1
260,-0.009398,0.047317,0.08695652173913043,0
261,-0.009845,-0.171969,0.09881422924901186,0
262,-0.009845,-0.246592,0.1067193675889328,0
263,-0.010292,-0.159363,0.11857707509881422,0
264,-0.009845,0.048802,0.13043478260869565,0
265,-0.010292,-0.082783,0.1383399209486166,0
266,-0.010292,-0.003354,0.14624505928853754,0
267,-0.010739,-0.346733,0.16600790513833993,0
268,-0.010739,-0.279816,0.17391304347826086,0
269,-0.01046,-0.094677,0.19367588932806323,0
270,-0.01046,-0.063619,0.2015810276679842,0
271,-0.010013,-0.03915,0.22134387351778656,0
272,-0.010013,-0.048736,0.233201581027668,0
273,-0.010181,0.025723,0.24110671936758893,0
274,-0.010181,-0.213818,0.2490118577075099,0
275,-0.01046,0.131427,0.25691699604743085,0
276,-0.010628,-0.251079,0.2648221343873518,0
277,-0.01046,0.07264,0.2766798418972332,0
278,-0.01046,-0.198377,0.2964426877470356,0
279,-0.010292,-0.29912,0.308300395256917,0
280,-0.010013,-0.005805,0.31620553359683795,0
281,-0.010181,-0.116157,0.32806324110671936,0
282,-0.010013,0.075735,0.3359683794466403,0
283,-0.009566,-0.015993,0.34782608695652173,0
284,-0.009398,-0.38384,0.3557312252964427,0
285,-0.009398,-0.113127,0.36363636363636365,0
286,-0.009398,-0.149131,0.3715415019762846,0
287,-0.009398,-0.200955,0.3794466403162055,0
288,-0.00923,-0.012493,0.38735177865612647,0
289,-0.00951,0.032388,0.40711462450592883,0
290,-0.00951,0.019201,0.4150197628458498,0
291,-0.009957,-0.02129,0.42292490118577075,0
292,-0.00951,-0.028253,0.4308300395256917,0
293,-0.009342,0.01688,0.43873517786561267,0
294,-0.009342,0.093715,0.45849802371541504,0
295,-0.009174,-0.19786,0.47035573122529645,0
296,-0.009621,0.032814,0.48221343873517786,0
297,-0.009621,-0.260633,0.4901185770750988,0
298,-0.0099,-0.401644,0.4980237154150198,0
299,-0.010515,-0.117658,0.5177865612648221,0
300,-0.010347,-0.094467,0.5296442687747036,0
301,-0.010627,-0.243692,0.5375494071146245,0
302,-0.010347,-0.115087,0.5454545454545454,0
303,-0.010347,-0.01167,0.5652173913043478,0
304,-0.010347,-0.238548,0.5770750988142292,0
305,-0.010347,-0.395789,0.5849802371541502,0
306,-0.010347,0.04657,0.5928853754940712,0
307,-0.010347,-0.107786,0.6007905138339921,0
308,-0.0099,0.058311,0.6126482213438735,0
309,-0.0099,-0.038691,0.6205533596837944,0
310,-0.009453,-0.038777,0.6324110671936759,0
311,-0.009453,-0.000661,0.6521739130434783,0
312,-0.009733,-0.097808,0.6640316205533597,0
313,-0.009453,0.09924,0.6719367588932806,0
314,-0.0099,0.126993,0.6798418972332015,0
315,-0.010068,-0.071211,0.691699604743083,0
316,-0.010347,-0.16828,0.6996047430830039,0
317,-0.010347,-0.220044,0.7075098814229249,0
318,-0.010347,-0.05888,0.7154150197628458,0
319,-0.010347,-0.165535,0.7233201581027668,0
320,-0.010347,-0.084608,0.7312252964426877,0
321,-0.010347,-0.146451,0.7509881422924901,0
322,-0.01018,-0.047905,0.758893280632411,0
323,-0.01018,0.008555,0.766798418972332,0
324,-0.01018,-0.031784,0.7747035573122529,0
325,-0.01018,-0.229214,0.7865612648221344,0
326,-0.010459,-0.039631,0.7944664031620553,0
327,-0.010459,0.159136,0.8023715415019763,1
328,-0.010906,-0.187672,0.8102766798418972,0
329,-0.010459,-0.207841,0.8300395256916996,0
330,-0.010906,-0.017997,0.849802371541502,0
331,-0.010906,0.100172,0.8616600790513834,0
332,-0.011074,-0.05935,0.0,0
333,-0.011521,-0.180264,0.011857707509881422,0
334,-0.011688,0.005084,0.019762845849802372,0
335,-0.011967,-0.259122,0.03162055335968379,0
336,-0.011241,-0.360039,0.039525691699604744,0
337,-0.011074,-0.236972,0.05138339920948617,0
338,-0.011521,-0.0866,0.05928853754940711,0
339,-0.011521,-0.179836,0.06719367588932806,0
340,-0.011967,-0.058914,0.07905138339920949,0
341,-0.0118,-0.147119,0.08695652173913043,0
342,-0.0118,0.024684,0.09881422924901186,0
343,-0.011353,0.06199,0.1067193675889328,0
344,-0.011521,-0.507889,0.11462450592885376,0
345,-0.011353,-0.152031,0.12648221343873517,0
346,-0.011353,0.0113,0.13438735177865613,0
347,-0.011353,-0.053244,0.14624505928853754,0
348,-0.011074,-0.170985,0.1541501976284585,0
349,-0.011074,-0.137169,0.16205533596837945,0
350,-0.011074,0.009799,0.16996047430830039,0
351,-0.010906,-0.178263,0.18972332015810275,0
352,-0.010906,0.013315,0.2015810276679842,0
353,-0.011353,-0.199623,0.2134387351778656,0
354,-0.011074,-0.14682,0.233201581027668,0
355,-0.011074,-0.111014,0.24110671936758893,0
356,-0.010906,0.063971,0.2490118577075099,0
357,-0.010906,-0.126392,0.2608695652173913,0
358,-0.011074,-0.089458,0.26877470355731226,0
359,-0.011074,-0.129367,0.28063241106719367,0
360,-0.011353,-0.080166,0.2924901185770751,0
361,-0.011353,-0.108048,0.30434782608695654,0
362,-0.011074,-0.183876,0.31225296442687744,0
363,-0.011074,0.044962,0.33201581027667987,0
364,-0.010906,0.136363,0.33992094861660077,0
365,-0.010906,0.171568,0.34782608695652173,0
366,-0.010738,-0.053298,0.3557312252964427,0
367,-0.010906,-0.086348,0.3675889328063241,0
368,-0.011185,-0.060041,0.3794466403162055,0
369,-0.011185,-0.114866,0.38735177865612647,0
370,-0.011353,-0.107347,0.40711462450592883,0
371,-0.011185,-0.094051,0.4189723320158103,0
372,-0.011632,0.095685,0.4268774703557312,0
373,-0.011632,-0.018971,0.43873517786561267,0
374,-0.011632,-0.010172,0.44664031620553357,0
375,-0.0118,-0.091372,0.45454545454545453,0
376,-0.0118,0.09864,0.4624505928853755,0
377,-0.0118,0.118536,0.4743083003952569,0
378,-0.012079,-0.218904,0.48616600790513836,0
379,-0.012079,-0.249349,0.49407114624505927,0
380,-0.011353,-0.537368,0.5019762845849802,1
381,-0.011017,-0.058234,0.5098814229249012,0
382,-0.011017,0.063083,0.5177865612648221,0
383,-0.01085,-0.260488,0.525691699604743,0
384,-0.011017,-0.242915,0.5375494071146245,0
385,-0.01057,0.020536,0.5454545454545454,0
386,-0.010403,0.099492,0.5573122529644269,0
387,-0.010123,0.221457,0.5652173913043478,0
388,-0.010403,0.047042,0.5731225296442688,0
389,-0.010403,0.131526,0.5810276679841897,0
390,-0.010403,0.028711,0.5928853754940712,0
391,-0.01057,-0.076741,0.6007905138339921,0
392,-0.010738,-0.014526,0.6086956521739131,0
393,-0.011185,0.109966,0.6205533596837944,0
394,-0.011185,-0.061331,0.6324110671936759,0
395,-0.011632,-0.09368,0.6403162055335968,0
396,-0.011632,-0.023894,0.6482213438735178,0
397,-0.011632,-0.227823,0.6561264822134387,0
398,-0.011632,-0.014023,0.6679841897233202,0
399,-0.011464,0.074257,0.6877470355731226,0
400,-0.011297,-0.418279,0.6956521739130435,0
401,-0.011017,-0.202292,0.7035573122529645,0
402,-0.011129,-0.173304,0.7114624505928854,0
403,-0.011408,0.210755,0.7193675889328063,0
404,-0.011408,0.044314,0.7272727272727273,0
405,-0.011576,0.173198,0.7351778656126482,0
406,-0.011129,0.092819,0.7430830039525692,0
407,-0.011297,-0.0466,0.7509881422924901,0
408,-0.011129,0.005762,0.7628458498023716,0
409,-0.011129,-0.034368,0.7747035573122529,0
410,-0.01085,0.005796,0.782608695652174,0
411,-0.010682,0.005357,0.7944664031620553,0
412,-0.01085,0.057306,0.8023715415019763,0
413,-0.011464,-0.131457,0.8102766798418972,0
414,-0.011464,-0.157175,0.8181818181818182,0
415,-0.011185,-0.024769,0.8260869565217391,0
416,-0.011297,-0.080867,0.83399209486166,0
417,-0.011464,0.078635,0.841897233201581,0
418,-0.011464,-0.416724,0.0,0
419,-0.011911,-0.077102,0.007905138339920948,0
420,-0.011911,-0.03007,0.019762845849802372,0
421,-0.011911,-0.184138,0.03162055335968379,0
422,-0.011911,0.147699,0.043478260869565216,0
423,-0.011911,-0.007752,0.05138339920948617,0
424,-0.011744,0.021597,0.05928853754940711,0
425,-0.011744,-0.211125,0.06719367588932806,0
426,-0.011297,0.001353,0.07905138339920949,0
427,-0.011017,-0.029497,0.08695652173913043,0
428,-0.01057,-0.106724,0.09881422924901186,0
429,-0.01085,0.249987,0.11067193675889328,0
430,-0.01085,-0.104535,0.11857707509881422,0
431,-0.011017,-0.025351,0.12648221343873517,0
432,-0.010738,-0.054176,0.13438735177865613,0
433,-0.010738,-0.300049,0.14624505928853754,0
434,-0.011017,0.001616,0.15810276679841898,0
435,-0.011632,-0.040747,0.16996047430830039,0
436,-0.011911,-0.09981,0.17786561264822134,0
437,-0.011911,-0.079257,0.1857707509881423,0
438,-0.011464,0.111344,0.19367588932806323,0
439,-0.011632,-0.124465,0.2015810276679842,0
440,-0.011297,-0.048235,0.2134387351778656,0
441,-0.011017,0.037804,0.22134387351778656,0
442,-0.011297,0.21136,0.24110671936758893,1
443,-0.011297,0.008597,0.2490118577075099,0
444,-0.011464,-0.10122,0.26877470355731226,0
445,-0.01085,-0.256495,0.2766798418972332,0
446,-0.01085,-0.060228,0.2845849802371542,0
447,-0.010403,0.196148,0.2924901185770751,0
448,-0.01085,-0.006459,0.30434782608695654,0
449,-0.010403,-0.099151,0.31225296442687744,0
450,-0.010403,-0.023556,0.3201581027667984,0
451,-0.01085,0.024749,0.33201581027667987,0
452,-0.011129,-0.183165,0.35177865612648224,0
453,-0.010961,-0.1019,0.36363636363636365,0
454,-0.010961,0.026315,0.3715415019762846,0
455,-0.010961,0.158754,0.3794466403162055,0
456,-0.01124,0.036493,0.38735177865612647,0
457,-0.011129,0.137695,0.40711462450592883,0
458,-0.011408,-0.023281,0.4150197628458498,0
459,-0.011129,-0.025262,0.42292490118577075,0
460,-0.011408,-0.021882,0.4308300395256917,0
461,-0.010961,-0.038517,0.4505928853754941,0
462,-0.010961,-0.005794,0.45849802371541504,0
463,-0.010961,-0.685561,0.466403162055336,1
464,-0.011408,-0.107908,0.4743083003952569,0
465,-0.011408,-0.015173,0.48221343873517786,0
466,-0.011855,-0.045966,0.49407114624505927,0
467,-0.011855,-0.435524,0.5019762845849802,0
468,-0.01124,-0.172462,0.5098814229249012,0
469,-0.011073,-0.154526,0.5177865612648221,0
470,-0.011073,-0.006537,0.5296442687747036,0
471,-0.011073,-0.01536,0.549407114624506,0
472,-0.010458,-0.034334,0.5691699604743083,0
473,-0.010458,-0.094064,0.5810276679841897,0
474,-0.01029,0.062254,0.5928853754940712,0
475,-0.01029,-0.024608,0.6007905138339921,0
476,-0.010458,-0.091185,0.6086956521739131,0
477,-0.010458,-0.034576,0.616600790513834,0
478,-0.010458,-0.310632,0.6363636363636364,0
479,-0.010626,0.173821,0.6442687747035574,0
480,-0.010458,-0.162264,0.6561264822134387,0
481,-0.010737,-0.070305,0.6640316205533597,0
482,-0.010737,-0.093669,0.6758893280632411,0
483,-0.010458,0.168984,0.6837944664031621,0
484,-0.010458,-0.140059,0.691699604743083,0
485,-0.010458,-0.193111,0.6996047430830039,0
486,-0.01029,-0.116442,0.7114624505928854,0
487,-0.01029,-0.108752,0.7233201581027668,0
488,-0.010122,-0.035952,0.7351778656126482,0
489,-0.009843,0.15258,0.7430830039525692,0
490,-0.010122,-0.074181,0.7549407114624506,0
491,-0.010122,0.021958,0.7628458498023716,0
492,-0.009675,-0.000181,0.7707509881422925,0
493,-0.009675,-0.065327,0.7786561264822134,0
494,-0.009228,0.085539,0.7865612648221344,0
495,-0.009675,0.063994,0.7944664031620553,0
496,-0.009843,-0.060467,0.8142292490118577,0
497,-0.010458,-0.066005,0.8260869565217391,0
498,-0.010011,-0.18763,0.83399209486166,0
499,-0.010011,-0.115547,0.841897233201581,0
500,-0.009843,-0.249983,0.849802371541502,0
501,-0.009396,0.022244,0.8616600790513834,0
502,-0.009564,-0.000378,0.8735177865612648,0
503,-0.009564,0.047862,0.0,0
504,-0.009396,-0.038065,0.011857707509881422,0
505,-0.009396,-0.131271,0.023715415019762844,0
506,-0.009396,-0.129204,0.03162055335968379,0
507,-0.00867,0.048574,0.039525691699604744,0
508,-0.009117,-0.296404,0.05928853754940711,0
509,-0.009396,-0.027627,0.06719367588932806,0
510,-0.009675,-0.09495,0.07905138339920949,0
511,-0.009675,-0.05968,0.08695652173913043,0
512,-0.009843,0.011671,0.09486166007905138,0
513,-0.010122,-0.058893,0.10276679841897234,0
514,-0.010122,-0.15388,0.11067193675889328,0
515,-0.009843,-0.229323,0.11857707509881422,0
516,-0.009675,-0.209679,0.12648221343873517,0
517,-0.009508,0.173943,0.13438735177865613,0
518,-0.009061,-0.347992,0.14624505928853754,0
519,-0.008782,-0.373138,0.1541501976284585,0
520,-0.009061,-0.118291,0.16600790513833993,0
521,-0.009508,-0.104592,0.17391304347826086,0
522,-0.00934,-0.004579,0.18181818181818182,0
523,-0.009787,0.028382,0.19367588932806323,0
524,-0.009787,-0.128119,0.2015810276679842,0
525,-0.009787,0.013741,0.20948616600790515,0
526,-0.009061,0.087707,0.21739130434782608,0
527,-0.008893,-0.119145,0.22529644268774704,0
528,-0.00934,-0.035887,0.23715415019762845,0
529,-0.009061,-0.110938,0.2490118577075099,0
530,-0.009061,-0.179223,0.25691699604743085,0
531,-0.009061,-0.123097,0.26877470355731226,0
532,-0.009508,0.016093,0.2766798418972332,0
533,-0.009675,-0.202118,0.2845849802371542,0
534,-0.009675,-0.151998,0.2924901185770751,0
535,-0.009955,0.11001,0.30039525691699603,0
536,-0.009955,-0.273535,0.3201581027667984,0
537,-0.009955,-0.023193,0.32806324110671936,0
538,-0.009955,-0.093189,0.34782608695652173,0
539,-0.009955,-0.264276,0.35968379446640314,0
540,-0.009787,0.012668,0.3715415019762846,0
541,-0.009787,0.119409,0.3794466403162055,0
542,-0.009508,-0.281446,0.38735177865612647,0
543,-0.009675,-0.11119,0.3952569169960474,0
544,-0.009508,-0.263487,0.4150197628458498,0
545,-0.009228,-0.335636,0.4268774703557312,0
546,-0.009508,-0.287049,0.43478260869565216,0
547,-0.009508,-0.061311,0.4426877470355731,0
548,-0.009955,0.124433,0.45454545454545453,0
549,-0.010122,-0.041536,0.4624505928853755,0
550,-0.010122,-0.210326,0.47035573122529645,0
551,-0.010122,0.146198,0.4782608695652174,0
552,-0.009955,-0.133109,0.48616600790513836,0
553,-0.009955,-0.112514,0.4980237154150198,0
554,-0.009508,0.026411,0.5098814229249012,0
555,-0.009787,-0.036084,0.5296442687747036,0
556,-0.009508,0.084303,0.541501976284585,0
557,-0.009508,0.051583,0.549407114624506,0
558,-0.009508,-0.142082,0.5612648221343873,0
559,-0.009508,-0.049305,0.5691699604743083,0
560,-0.009508,0.185126,0.5770750988142292,0
561,-0.009508,-0.148713,0.5849802371541502,0
562,-0.009061,-0.173766,0.5968379446640316,0
563,-0.008614,-0.11652,0.6047430830039525,0
564,-0.008893,-0.174267,0.6126482213438735,0
565,-0.008446,-0.115775,0.6324110671936759,0
566,-0.008725,-0.135923,0.6521739130434783,0
567,-0.008446,-0.1982,0.6640316205533597,0
