,PC1,PC2,encoded_condition
705,0.404535,0.103288,0
706,-0.101024,0.827131,0
707,0.858691,0.21698,0
708,-3.266825,0.423373,0
709,-0.474652,-0.680469,0
710,-0.765688,0.982155,0
711,0.390992,0.356994,0
712,-0.164592,-0.769348,0
713,1.386593,0.423608,0
714,-0.95799,-0.244743,0
715,-0.823529,-0.649573,0
716,-0.459852,0.710953,0
717,-1.953481,-0.73695,0
718,-0.461731,-0.393099,0
719,0.055858,-0.926784,0
720,-1.563212,0.329514,0
721,0.144374,-1.328873,0
722,-0.005749,0.039203,0
723,0.173337,0.60392,0
724,0.545482,0.917162,0
725,0.736118,-0.443906,0
726,-0.127588,1.22174,0
727,-1.429314,-0.027151,0
728,-0.500401,0.126169,0
729,-1.421841,0.093507,0
730,0.338182,-0.099289,0
731,0.345349,0.348927,0
732,-1.709009,-0.726421,0
733,0.942715,-0.442805,0
734,0.569963,-0.134257,0
735,-0.660641,0.274703,0
736,0.461721,-0.474169,0
737,0.309781,-1.607291,0
738,0.322773,-0.848118,0
739,-2.39618,-1.832601,0
740,-0.188569,-0.12823,0
741,0.607212,-1.049305,0
742,0.20839,1.605945,0
743,1.5098,-0.130617,0
744,-0.724545,0.7744,0
745,-0.91634,0.913463,0
746,-0.686601,-0.285857,0
747,1.955717,-0.557548,0
748,-2.1835,0.218277,0
749,0.609508,-0.049652,0
750,-0.467555,0.000919,0
751,0.134403,0.499148,0
752,0.490542,0.810365,0
753,2.85297,-1.113551,0
754,0.248642,-0.29457,0
755,0.163944,-0.263422,0
756,0.532793,-0.178471,0
757,0.372701,0.189845,0
758,0.256799,0.890878,0
759,0.231623,0.396058,0
760,0.048101,0.932041,0
761,0.981359,-1.035988,0
762,1.068614,0.464332,0
763,-0.91744,1.447416,0
764,-0.556643,-0.152975,0
765,1.076995,-0.890025,0
766,-0.161837,0.227413,0
767,-0.648813,0.802066,0
768,-0.263219,-0.327229,0
769,-1.380789,1.240976,0
770,0.203789,1.298196,0
771,-1.467851,1.240296,0
772,-0.156394,-0.762312,0
773,-0.565498,-0.487992,0
774,0.50705,-0.4565,0
775,0.216245,0.123414,0
776,-0.151322,-0.567528,0
777,0.795347,-0.505226,0
778,-1.394191,1.264151,0
779,-0.987145,0.225141,0
780,0.909737,-0.920345,0
781,-1.643604,0.761652,0
782,-2.151798,0.309103,0
783,0.399214,-0.506836,0
784,-1.46601,1.629255,0
785,1.489652,0.438518,0
786,0.289526,-0.318398,0
787,1.216745,0.000679,0
788,-0.797411,0.173146,0
789,1.342727,-0.344442,0
790,0.160494,-1.557426,0
791,-1.13182,0.707001,0
792,1.467897,0.053605,0
793,3.173442,1.571671,0
794,-0.36466,0.554263,0
795,1.173319,0.144356,0
796,0.158617,-0.729809,0
797,1.131164,-0.266776,0
798,0.199769,-0.42064,0
799,1.635686,0.506555,0
800,1.457528,0.566354,0
801,0.192492,-0.700561,0
802,-0.604818,0.648525,0
803,1.480122,2.101827,0
804,2.122165,-0.698166,0
805,-2.975185,-0.134148,0
806,1.157961,-0.705079,0
807,-2.279992,-0.199833,0
808,1.070302,-0.873166,0
809,-0.277475,-0.48012,0
810,-0.086509,0.509887,0
811,0.763392,-0.081745,0
812,1.291934,-0.376977,0
813,0.297967,0.113917,0
814,-0.010104,-0.531883,0
815,-0.135667,-0.19317,0
816,-0.55238,-0.076276,0
817,-0.295164,-0.029566,0
818,-0.615096,0.588125,0
819,0.123838,0.568195,0
820,0.61375,0.06024,0
821,-0.627901,-0.055557,0
822,-0.40004,0.243875,0
823,-0.531978,-0.424796,0
824,0.405668,-0.273639,0
825,1.017072,-1.016868,0
826,-1.935386,0.297047,0
827,-0.638001,-0.003048,0
828,0.580522,0.034547,0
829,-1.904101,-1.632897,0
830,-0.297338,-0.254134,0
831,-0.914978,1.119531,0
832,1.296843,-0.015193,0
833,-0.750358,0.084964,0
834,-1.832888,-0.920755,0
835,-1.256989,0.050416,0
836,0.263626,0.575903,0
837,-0.557713,-0.016852,0
838,1.894809,0.349012,0
839,-0.546708,0.765251,0
840,-0.4254,-0.684523,0
841,-0.562636,0.5638,0
842,0.408185,1.697817,0
843,0.512218,-0.652279,0
844,-0.773834,1.629331,0
845,-1.362743,1.186086,0
846,0.499969,-0.712966,0
847,-2.178065,-0.882663,0
848,-0.074991,0.994272,0
849,-1.235589,-1.011537,0
850,0.114519,0.277631,0
851,-0.190224,0.189481,0
852,0.528559,-0.231738,0
853,-0.157449,0.33639,0
854,-0.87232,-0.130594,0
855,-1.605382,0.294528,0
856,-2.227071,0.126727,0
857,-0.033517,0.967781,0
858,0.46382,1.043902,0
859,-0.729142,0.246056,0
860,1.929896,-0.204804,0
861,-0.842083,-0.023131,0
862,-0.567648,1.702119,0
863,-1.173262,0.870534,0
864,-0.546671,-0.00883,0
865,2.112047,-0.441124,0
866,1.108401,-0.307256,0
867,1.424601,0.800311,0
868,-0.923755,-0.57359,0
869,3.135321,0.442384,0
870,0.539239,-1.013934,0
871,-0.587359,-0.762266,0
872,0.375138,1.296485,0
873,0.864593,-1.456808,0
874,0.957505,0.323884,0
875,0.979901,1.174927,0
876,0.466335,1.241321,0
877,-1.716106,-0.516887,0
878,-2.822624,-0.638896,0
879,-0.226053,-0.097484,0
880,0.831253,-1.555104,0
881,0.914073,-0.15549,0
882,0.275355,-0.677321,0
883,0.129039,0.666318,0
884,0.763407,-0.352227,0
885,0.988512,0.113127,0
886,-2.122388,1.89841,0
887,0.110324,-0.482692,0
888,1.223748,0.027757,0
889,0.283614,0.738641,0
890,0.795288,-2.124557,0
891,0.184348,-0.066867,0
892,-0.049164,-0.280422,0
893,0.120999,0.85883,0
894,0.076532,-0.325083,0
895,-2.998886,-0.786583,0
896,0.124236,-0.233776,0
897,-1.177833,0.672332,0
898,-2.82022,0.796328,0
899,0.677366,-0.556883,0
900,0.494278,-0.665739,0
901,-0.397701,0.772851,0
902,-1.604572,0.253024,0
903,0.334864,0.348453,0
904,-0.949909,-0.409301,0
905,-0.492414,0.067022,0
906,-0.264816,0.194136,0
907,-0.435297,-0.794544,0
908,1.954617,-0.96582,0
909,-1.305916,-0.076203,0
910,-0.05088,0.092352,0
911,-1.965346,2.215826,0
912,-1.58674,1.36668,0
913,-0.849383,1.940158,0
914,0.054443,-0.201766,0
915,-2.21356,0.488611,0
916,-0.915696,0.429346,0
917,1.009851,-0.691013,0
918,-0.766704,-0.067292,0
919,1.311617,2.449998,0
920,-0.122603,1.011142,0
921,-0.671409,-0.314581,0
922,0.937048,-0.080699,0
923,-0.84482,2.698575,0
924,-0.55071,0.677095,0
925,0.074461,0.182018,0
926,-0.190924,0.209919,0
927,1.432515,-0.304214,0
928,-2.807393,1.589998,0
929,1.356974,-2.024598,0
